1	+	3630	3912
1	+	3995	4275
1	+	4485	4604
1	+	4705	5094
1	+	5173	5325
1	+	5438	5898
1	-	6787	7068
1	-	7156	7449
1	-	7563	7648
1	-	7761	7834
1	-	7941	7986
1	-	8235	8463
1	-	8570	9129
1	+	11100	11371
1	-	11648	13172
1	-	13334	13713
1	+	23120	24450
1	+	24541	24654
1	+	24751	24961
1	+	25040	25434
1	+	25523	25742
1	+	25824	25996
1	+	26080	26202
1	+	26291	26451
1	+	26542	26775
1	+	26861	27011
1	+	27098	27280
1	+	27371	27535
1	+	27617	27712
1	+	27802	28430
1	+	28499	28705
1	+	28707	28804
1	+	28889	29079
1	+	29159	30064
1	+	30146	30310
1	+	30409	30815
1	+	30901	31423
1	-	31520	31601
1	-	31692	31812
1	-	31932	31997
1	-	32087	32194
1	-	32281	32346
1	-	32430	32458
1	-	32546	32669
1	+	32726	33008
1	-	33028	33170
1	-	33364	33588
1	-	33661	34326
1	-	34400	35473
1	-	35566	35646
1	-	35729	35998
1	-	36089	36170
1	-	36623	36684
1	-	36809	36920
1	-	37022	37870
1	-	38443	39053
1	-	39135	39286
1	-	39408	39813
1	-	40212	40328
1	-	40472	41016
1	-	43086	43294
1	-	44969	45953
1	-	46043	46144
1	-	46372	47058
1	-	47233	47981
1	-	48074	48851
1	-	48935	49303
1	-	49908	50336
1	-	50418	50630
1	-	50882	50962
1	-	51063	51107
1	-	51122	51209
1	+	51952	52729
1	+	52937	53182
1	+	53483	53623
1	+	53702	54736
1	-	57163	59214
1	-	61904	61948
1	-	62049	62123
1	-	63556	63810
1	-	64165	64474
1	-	64569	64655
1	-	64750	64806
1	-	64900	65016
1	-	65109	65216
1	-	65330	65455
1	-	65562	65651
1	-	65732	65863
1	-	66106	66159
1	-	66261	66341
1	-	66449	66556
1	-	66677	66748
1	-	66834	66896
1	-	67323	67773
1	-	69910	70284
1	-	70618	70967
1	-	71040	71720
1	-	71941	72137
1	+	72338	73162
1	+	73286	73394
1	+	73487	73739
1	+	73821	74249
1	-	74337	74736
1	+	75389	76844
1	-	78926	79036
1	-	82983	83670
1	-	83883	84945
1	-	86485	87161
1	-	87879	88408
1	+	88621	88729
1	+	88882	89080
1	+	89172	89262
1	+	89404	89744
1	+	90161	90501
1	+	91341	92932
1	+	93044	93170
1	+	93270	94280
1	+	94356	95074
1	+	95159	95680
1	+	95934	96156
1	+	96553	97406
1	+	97411	97804
1	+	98456	98604
1	+	98907	99239
1	+	99864	101986
1	-	104439	105329
1	+	108945	111698
1	-	111889	111960
1	+	112262	113194
1	+	113278	113946
1	+	114201	114432
1	+	114618	116406
1	+	116783	118844
1	+	119380	119996
1	+	120153	121405
1	-	121492	123500
1	-	123578	123668
1	-	123784	123896
1	-	123991	124122
1	-	124210	124393
1	-	124498	124631
1	-	124713	124817
1	-	124920	125045
1	-	125133	125225
1	-	125328	125654
1	-	125741	125842
1	-	125935	125997
1	-	126075	126588
1	-	126685	126839
1	-	126934	127452
1	-	127531	127572
1	-	127650	127781
1	-	127867	127934
1	-	128027	128311
1	-	128478	128550
1	-	128967	129059
1	-	129852	129913
1	-	130038	130148
1	-	130371	130576
1	+	130735	130857
1	-	132269	132743
1	-	132823	133217
1	-	133302	133538
1	-	133640	133751
1	-	133910	134205
1	-	134288	134500
1	-	134581	135321
1	-	135707	135923
1	+	136089	136233
1	+	136666	136815
1	+	136934	137757
1	+	137847	138161
1	+	138488	138777
1	+	138862	139113
1	+	139202	139344
1	+	139487	139679
1	+	141869	142280
1	+	142423	142638
1	+	142710	143260
1	+	143488	143823
1	+	143933	143976
1	+	144063	144108
1	+	144192	144226
1	+	144314	144350
1	+	144446	144558
1	+	144926	145003
1	+	145131	145206
1	+	145344	146041
1	+	146163	146478
1	+	147042	147332
1	+	147451	149847
1	-	150688	151297
1	-	151392	151730
1	-	151931	152001
1	-	152085	152209
1	+	153112	154197
1	-	154366	156177
1	-	156476	157755
1	-	157828	158111
1	-	158253	158822
1	-	159627	159991
1	-	160078	160301
1	-	160417	160477
1	-	160567	162279
1	-	162486	162952
1	+	163277	163515
1	+	163933	164102
1	-	164104	166352
1	-	166588	168087
1	+	168558	168800
1	+	169036	169256
1	+	169346	169508
1	+	169599	169709
1	+	169805	169992
1	+	170070	170161
1	+	170265	170312
1	+	170411	170506
1	+	170621	170759
1	+	170850	171385
1	-	171524	172543
1	-	172620	172947
1	+	175705	176031
1	+	176140	176337
1	+	176591	176751
1	+	177024	178405
1	-	180016	180851
1	-	181346	182748
1	+	185032	186008
1	+	186339	187134
1	+	187144	187821
1	+	188010	188175
1	+	188283	188413
1	+	188528	189319
1	+	189416	189463
1	+	189561	189674
1	+	189764	190827
1	+	190940	190997
1	+	191137	191474
1	+	191578	191691
1	+	191779	192435
1	-	192633	193070
1	-	193350	193669
1	+	195644	196541
1	+	197114	197218
1	+	197299	197421
1	+	197500	197670
1	+	197774	198182
1	+	198266	198786
1	+	199526	199958
1	+	200510	201774
1	+	202102	202507
1	+	202781	202910
1	+	202990	203127
1	+	203266	204439
1	+	204934	205948
1	+	206691	207242
1	+	207324	207641
1	+	208994	209607
1	+	209763	209865
1	+	209949	210143
1	+	210384	210618
1	+	211051	211378
1	+	211473	211716
1	+	211854	212572
1	+	212670	213081
1	+	214149	214405
1	+	214479	214581
1	+	214696	214896
1	+	215316	215553
1	+	215632	215959
1	+	216043	216292
1	+	216413	217089
1	+	217164	217733
1	+	218833	219620
1	+	219751	221285
1	-	221641	222358
1	-	222621	223095
1	-	223550	223865
1	-	223944	224350
1	-	225664	226080
1	-	226170	226310
1	-	226395	226690
1	-	226848	227542
1	+	228798	229342
1	+	229428	229723
1	+	229828	229933
1	+	230348	230458
1	+	230558	231654
1	-	231783	231927
1	-	232397	232629
1	-	232839	233296
1	-	233386	233469
1	-	233547	233617
1	-	234005	234158
1	-	234249	234391
1	-	234528	234620
1	-	234934	234987
1	-	235197	235359
1	-	235717	235751
1	-	235844	236026
1	-	236144	236295
1	-	236428	236547
1	-	236672	237904
1	-	239840	240241
1	-	240351	240671
1	-	240743	240891
1	-	240959	241225
1	-	241305	241442
1	-	241538	241718
1	-	241804	241908
1	-	241982	242112
1	-	242213	242289
1	-	242448	242702
1	-	242712	243127
1	-	243335	243745
1	-	244034	244181
1	-	244256	244399
1	-	244504	244634
1	-	244769	244872
1	-	245150	245263
1	-	245629	245675
1	-	245876	246053
1	-	246261	246607
1	-	246730	246852
1	-	246948	247077
1	-	247166	247267
1	-	247361	247491
1	-	247576	247679
1	-	248190	248439
1	+	249040	249305
1	+	249539	249692
1	+	249773	249929
1	+	250013	250150
1	+	250535	250587
1	+	250668	250862
1	+	251003	251065
1	+	251142	251183
1	+	251259	251315
1	+	251398	251439
1	+	251538	251593
1	+	251679	251826
1	+	251921	252005
1	+	252120	252521
1	+	252625	253456
1	+	253530	253678
1	+	253774	253873
1	+	253953	254529
1	+	255021	255383
1	-	258716	258962
1	-	259306	260602
1	-	260669	260823
1	-	260920	261036
1	-	261128	261666
1	+	262827	262964
1	+	263046	263138
1	+	263231	263298
1	+	263368	263443
1	+	263525	263571
1	+	263644	263769
1	+	263856	263933
1	+	264072	264159
1	+	264279	264391
1	+	264519	264581
1	+	264656	264711
1	+	264796	264900
1	+	265020	265076
1	+	265335	265436
1	+	265577	265625
1	+	265776	265844
1	+	265951	266323
1	+	266332	266723
1	+	267292	267576
1	+	267676	267882
1	-	267992	268629
1	+	268716	268993
1	+	269082	270516
1	-	270621	271288
1	+	271378	271432
1	+	271540	272361
1	-	272444	272554
1	-	272650	272982
1	-	273063	273148
1	-	273233	273338
1	-	273428	273561
1	-	273652	273787
1	-	273862	274082
1	-	274166	274288
1	-	274383	274929
1	+	275187	276318
1	-	276367	276518
1	+	276542	276792
1	-	276869	276988
1	-	277076	277152
1	-	277231	277400
1	-	277492	277605
1	-	277716	277862
1	-	277946	278251
1	-	278315	278598
1	+	278599	278808
1	+	278886	279087
1	+	279165	279239
1	+	279326	279424
1	+	279535	279575
1	+	279796	279909
1	+	279973	280087
1	+	280179	280369
1	+	280448	280567
1	+	280656	280736
1	+	280888	281120
1	+	281308	281347
1	+	281437	281535
1	+	281758	282188
1	+	282483	283052
1	+	283131	283230
1	+	283313	283335
1	+	283443	283532
1	+	283812	284244
1	+	284349	286350
1	+	286451	286622
1	+	286716	286806
1	+	286996	287132
1	+	287220	287279
1	+	287394	287513
1	+	287641	287709
1	+	287788	287853
1	+	288086	288175
1	+	288400	288504
